1635901,1,10,,,,CONCEPT: The International Standard Classification of Occupations (ISCO-08) is an international classification managed by the International Labour Organisation (ILO). It is a revision of the ISCO-88, which it supersedes. ISCO-08 is a tool for organizing jobs into a clearly defined set of groups according to the tasks and duties undertaken in the job. ISCO-08 has been developed to facilitate international comparisons of occupational statistics and to serve as a model for countries developing or revising their national occupational classifications. The framework used for the design and construction of ISCO-08 is based on two main concepts: the concept of job, and the concept of skill. A job is defined in ISCO-08 as “a set of tasks and duties performed, or meant to be performed, by one person, including for an employer or in self-employment”. Occupation refers to the kind of work performed in a job. The concept of occupation is defined as a “set of jobs whose main tasks and duties are characterized by a high degree of similarity”. A person may be associated with an occupation through the main job currently held, a second job, a future job or a job previously held. Skill is defined as the ability to carry out the tasks and duties of a given job. For the purposes of ISCO-08, two dimensions of skills are used to arrange occupations into two groups: (a) Skill level is defined as a function of the complexity and range of tasks and duties to be performed in an occupation and (b) skill specialization is considered in terms of four concepts: the field of knowledge required, the tools and machinery used, the materials worked on or with and the kinds of goods and services produced.
1636208,4,3080,3070,OC4211,OC421,Bank tellers and related clerks
1636209,4,3090,3070,OC4212,OC421,Bookmakers, croupiers and related gaming workers
1636210,4,3100,3070,OC4213,OC421,Pawnbrokers and money-lenders
1636211,4,3110,3070,OC4214,OC421,Debt-collectors and related workers
1636212,3,3120,3060,OC422,OC42,Client information workers
1636213,4,3130,3120,OC4221,OC422,Travel consultants and clerks
1636214,4,3140,3120,OC4222,OC422,Contact centre information clerks
1636215,4,3150,3120,OC4223,OC422,Telephone switchboard operators
1636216,4,3160,3120,OC4224,OC422,Hotel receptionists
1636217,4,3170,3120,OC4225,OC422,Enquiry clerks
1636218,4,3180,3120,OC4226,OC422,Receptionists (general)
1636219,4,3190,3120,OC4227,OC422,Survey and market research interviewers
1636220,4,3200,3120,OC4229,OC422,Client information workers not elsewhere classified
1636221,2,3210,2970,OC43,OC4,Numerical and material recording clerks
1636222,3,3220,3210,OC431,OC43,Numerical clerks
1636223,4,3230,3220,OC4311,OC431,Accounting and bookkeeping clerks
1636224,4,3240,3220,OC4312,OC431,Statistical, finance and insurance clerks
1636225,4,3250,3220,OC4313,OC431,Payroll clerks
1636226,3,3260,3210,OC432,OC43,Material-recording and transport clerks
1636227,4,3270,3260,OC4321,OC432,Stock clerks
1636228,4,3280,3260,OC4322,OC432,Production clerks
1636229,4,3290,3260,OC4323,OC432,Transport clerks
1636230,2,3300,2970,OC44,OC4,Other clerical support workers
1636231,3,3310,3300,OC441,OC44,Other clerical support workers
1636232,4,3320,3310,OC4411,OC441,Library clerks
1636233,4,3330,3310,OC4412,OC441,Mail carriers and sorting clerks
1636234,4,3340,3310,OC4413,OC441,Coding, proof-reading and related clerks
1636235,4,3350,3310,OC4414,OC441,Scribes and related workers
1636236,4,3360,3310,OC4415,OC441,Filing and copying clerks
1636237,4,3370,3310,OC4416,OC441,Personnel clerks
1636238,4,3380,3310,OC4419,OC441,Clerical support workers not elsewhere classified
1636239,1,3390,,OC5,,Service and sales workers
1636240,2,3400,3390,OC51,OC5,Personal service workers
1636241,3,3410,3400,OC511,OC51,Travel attendants, conductors and guides
1636242,4,3420,3410,OC5111,OC511,Travel attendants and travel stewards
1636243,4,3430,3410,OC5112,OC511,Transport conductors
1636244,4,3440,3410,OC5113,OC511,Travel guides
1636245,3,3450,3400,OC512,OC51,Cooks
1636246,4,3460,3450,OC5120,OC512,Cooks
1636247,3,3470,3400,OC513,OC51,Waiters and bartenders
1636248,4,3480,3470,OC5131,OC513,Waiters
1636249,4,3490,3470,OC5132,OC513,Bartenders
1636250,3,3500,3400,OC514,OC51,Hairdressers, beauticians and related workers
1636251,4,3510,3500,OC5141,OC514,Hairdressers
1636252,4,3520,3500,OC5142,OC514,Beauticians and related workers
1636253,3,3530,3400,OC515,OC51,Building and housekeeping supervisors
1636254,4,3540,3530,OC5151,OC515,Cleaning and housekeeping supervisors in offices, hotels and other establishments
1636255,4,3550,3530,OC5152,OC515,Domestic housekeepers
1636256,4,3560,3530,OC5153,OC515,Building caretakers
1636257,3,3570,3400,OC516,OC51,Other personal services workers
1636258,4,3580,3570,OC5161,OC516,Astrologers, fortune-tellers and related workers
1636259,4,3590,3570,OC5162,OC516,Companions and valets
1636260,4,3600,3570,OC5163,OC516,Undertakers and embalmers
1636261,4,3610,3570,OC5164,OC516,Pet groomers and animal care workers
1636262,4,3620,3570,OC5165,OC516,Driving instructors
1636263,4,3630,3570,OC5169,OC516,Personal services workers not elsewhere classified
1636264,2,3640,3390,OC52,OC5,Sales workers
1636265,3,3650,3640,OC521,OC52,Street and market salespersons
1636266,4,3660,3650,OC5211,OC521,Stall and market salespersons
1636267,4,3670,3650,OC5212,OC521,Street food salespersons
1636268,3,3680,3640,OC522,OC52,Shop salespersons
1636269,4,3690,3680,OC5221,OC522,Shop keepers
1636270,4,3700,3680,OC5222,OC522,Shop supervisors
1636271,4,3710,3680,OC5223,OC522,Shop sales assistants
1636272,3,3720,3640,OC523,OC52,Cashiers and ticket clerks
1636273,4,3730,3720,OC5230,OC523,Cashiers and ticket clerks
1636274,3,3740,3640,OC524,OC52,Other sales workers
1636275,4,3750,3740,OC5241,OC524,Fashion and other models
1636276,4,3760,3740,OC5242,OC524,Sales demonstrators
1636277,4,3770,3740,OC5243,OC524,Door to door salespersons
1636278,4,3780,3740,OC5244,OC524,Contact centre salespersons
1636279,4,3790,3740,OC5245,OC524,Service station attendants
1636280,4,3800,3740,OC5246,OC524,Food service counter attendants
1636281,4,3810,3740,OC5249,OC524,Sales workers not elsewhere classified
1636282,2,3820,3390,OC53,OC5,Personal care workers
1636283,3,3830,3820,OC531,OC53,Child care workers and teachers' aides
1636284,4,3840,3830,OC5311,OC531,Child care workers
1636285,4,3850,3830,OC5312,OC531,Teachers' aides
1636286,3,3860,3820,OC532,OC53,Personal care workers in health services
1636287,4,3870,3860,OC5321_5322,OC532,Health care assistants and home-based personal care workers
1636288,4,3880,3860,OC5321,OC532,Health care assistants
1636289,4,3890,3860,OC5322,OC532,Home-based personal care workers
1636290,4,3900,3860,OC5329,OC532,Personal care workers in health services not elsewhere classified
1636291,2,3910,3390,OC54,OC5,Protective services workers
1636292,3,3920,3910,OC541,OC54,Protective services workers
1636293,4,3930,3920,OC5411,OC541,Fire-fighters
1636294,4,3940,3920,OC5412,OC541,Police officers
1636295,4,3950,3920,OC5413,OC541,Prison guards
1636296,4,3960,3920,OC5414,OC541,Security guards
1636297,4,3970,3920,OC5419,OC541,Protective services workers not elsewhere classified
1636298,1,3980,,OC6-8,,Skilled manual workers
1636299,1,3990,,OC6-7,,Skilled agricultural, forestry and fishery workers, craft and related trades workers
1636300,1,4000,,OC6,,Skilled agricultural, forestry and fishery workers
1636301,2,4010,4000,OC61,OC6,Market-oriented skilled agricultural workers
1636302,3,4020,4010,OC611,OC61,Market gardeners and crop growers
1636303,4,4030,4020,OC6111,OC611,Field crop and vegetable growers
1636304,4,4040,4020,OC6112,OC611,Tree and shrub crop growers
1636305,4,4050,4020,OC6113,OC611,Gardeners, horticultural and nursery growers
1636306,4,4060,4020,OC6114,OC611,Mixed crop growers
1636307,3,4070,4010,OC612,OC61,Animal producers
1636308,4,4080,4070,OC6121,OC612,Livestock and dairy producers
1636309,4,4090,4070,OC6122,OC612,Poultry producers
1636310,4,4100,4070,OC6123,OC612,Apiarists and sericulturists
1636311,4,4110,4070,OC6129,OC612,Animal producers not elsewhere classified
1636312,3,4120,4010,OC613,OC61,Mixed crop and animal producers
1636313,4,4130,4120,OC6130,OC613,Mixed crop and animal producers
1636314,2,4140,4000,OC62,OC6,Market-oriented skilled forestry, fishery and hunting workers
1636315,3,4150,4140,OC621,OC62,Forestry and related workers
1636316,4,4160,4150,OC6210,OC621,Forestry and related workers
1636317,3,4170,4140,OC622,OC62,Fishery workers, hunters and trappers
1636318,4,4180,4170,OC6221,OC622,Aquaculture workers
1636319,4,4190,4170,OC6222,OC622,Inland and coastal waters fishery workers
1636320,4,4200,4170,OC6223,OC622,Deep-sea fishery workers
1636321,4,4210,4170,OC6224,OC622,Hunters and trappers
1636322,2,4220,4000,OC63,OC6,Subsistence farmers, fishers, hunters and gatherers
1636323,3,4230,4220,OC631,OC63,Subsistence crop farmers
1636324,4,4240,4230,OC6310,OC631,Subsistence crop farmers
1636325,3,4250,4220,OC632,OC63,Subsistence livestock farmers
1636326,4,4260,4250,OC6320,OC632,Subsistence livestock farmers
1636327,3,4270,4220,OC633,OC63,Subsistence mixed crop and livestock farmers
1636328,4,4280,4270,OC6330,OC633,Subsistence mixed crop and livestock farmers
1636329,3,4290,4220,OC634,OC63,Subsistence fishers, hunters, trappers and gatherers
1636330,4,4300,4290,OC6340,OC634,Subsistence fishers, hunters, trappers and gatherers
1636331,1,4310,,OC7-9,,Manual workers
1636332,1,4320,,OC7,,Craft and related trades workers
1636333,2,4330,4320,OC71,OC7,Building and related trades workers, excluding electricians
1636334,3,4340,4330,OC711,OC71,Building frame and related trades workers
1636335,4,4350,4340,OC7111,OC711,House builders
1636336,4,4360,4340,OC7112,OC711,Bricklayers and related workers
1636337,4,4370,4340,OC7113,OC711,Stonemasons, stone cutters, splitters and carvers
1636338,4,4380,4340,OC7114,OC711,Concrete placers, concrete finishers and related workers
1636339,4,4390,4340,OC7115,OC711,Carpenters and joiners
1636340,4,4400,4340,OC7119,OC711,Building frame and related trades workers not elsewhere classified
1636341,3,4410,4330,OC712,OC71,Building finishers and related trades workers
1636342,4,4420,4410,OC7121,OC712,Roofers
1636343,4,4430,4410,OC7122,OC712,Floor layers and tile setters
1636344,4,4440,4410,OC7123,OC712,Plasterers
1636345,4,4450,4410,OC7124,OC712,Insulation workers
1636346,4,4460,4410,OC7125,OC712,Glaziers
1636347,4,4470,4410,OC7126,OC712,Plumbers and pipe fitters
1636348,4,4480,4410,OC7127,OC712,Air conditioning and refrigeration mechanics
1636349,3,4490,4330,OC713,OC71,Painters, building structure cleaners and related trades workers
1636350,4,4500,4490,OC7131,OC713,Painters and related workers
1636351,4,4510,4490,OC7132,OC713,Spray painters and varnishers
1636352,4,4520,4490,OC7133,OC713,Building structure cleaners
1636353,2,4530,4320,OC72,OC7,Metal, machinery and related trades workers
1636354,3,4540,4530,OC721,OC72,Sheet and structural metal workers, moulders and welders, and related workers
1636355,4,4550,4540,OC7211,OC721,Metal moulders and coremakers
1636356,4,4560,4540,OC7212,OC721,Welders and flamecutters
1636357,4,4570,4540,OC7213,OC721,Sheet-metal workers
1636358,4,4580,4540,OC7214,OC721,Structural-metal preparers and erectors
1636359,4,4590,4540,OC7215,OC721,Riggers and cable splicers
1636360,3,4600,4530,OC722,OC72,Blacksmiths, toolmakers and related trades workers
1636361,4,4610,4600,OC7221,OC722,Blacksmiths, hammersmiths and forging press workers
1636362,4,4620,4600,OC7222,OC722,Toolmakers and related workers
1636363,4,4630,4600,OC7223,OC722,Metal working machine tool setters and operators
1636364,4,4640,4600,OC7224,OC722,Metal polishers, wheel grinders and tool sharpeners
1636365,3,4650,4530,OC723,OC72,Machinery mechanics and repairers
1636366,4,4660,4650,OC7231,OC723,Motor vehicle mechanics and repairers
1636367,4,4670,4650,OC7232,OC723,Aircraft engine mechanics and repairers
1636368,4,4680,4650,OC7233,OC723,Agricultural and industrial machinery mechanics and repairers
1636369,4,4690,4650,OC7234,OC723,Bicycle and related repairers
1636370,2,4700,4320,OC73,OC7,Handicraft and printing workers
1636371,3,4710,4700,OC731,OC73,Handicraft workers
1636372,4,4720,4710,OC7311,OC731,Precision-instrument makers and repairers
1636373,4,4730,4710,OC7312,OC731,Musical instrument makers and tuners
1636374,4,4740,4710,OC7313,OC731,Jewellery and precious-metal workers
1636375,4,4750,4710,OC7314,OC731,Potters and related workers
1636376,4,4760,4710,OC7315,OC731,Glass makers, cutters, grinders and finishers
1636377,4,4770,4710,OC7316,OC731,Sign writers, decorative painters, engravers and etchers
1636378,4,4780,4710,OC7317,OC731,Handicraft workers in wood, basketry and related materials
1636379,4,4790,4710,OC7318,OC731,Handicraft workers in textile, leather and related materials
1636380,4,4800,4710,OC7319,OC731,Handicraft workers not elsewhere classified
1636381,3,4810,4700,OC732,OC73,Printing trades workers
1636382,4,4820,4810,OC7321,OC732,Pre-press technicians
1636383,4,4830,4810,OC7322,OC732,Printers
1636384,4,4840,4810,OC7323,OC732,Print finishing and binding workers
1636385,2,4850,4320,OC74,OC7,Electrical and electronic trades workers
1636386,3,4860,4850,OC741,OC74,Electrical equipment installers and repairers
1636387,4,4870,4860,OC7411,OC741,Building and related electricians
1636388,4,4880,4860,OC7412,OC741,Electrical mechanics and fitters
1636389,4,4890,4860,OC7413,OC741,Electrical line installers and repairers
1636390,3,4900,4850,OC742,OC74,Electronics and telecommunications installers and repairers
1636391,4,4910,4900,OC7421,OC742,Electronics mechanics and servicers
1636392,4,4920,4900,OC7422,OC742,Information and communications technology installers and servicers
1636393,2,4930,4320,OC75,OC7,Food processing, wood working, garment and other craft and related trades workers
1636394,3,4940,4930,OC751,OC75,Food processing and related trades workers
1636395,4,4950,4940,OC7511,OC751,Butchers, fishmongers and related food preparers
1636396,4,4960,4940,OC7512,OC751,Bakers, pastry-cooks and confectionery makers
1636397,4,4970,4940,OC7513,OC751,Dairy-products makers
1636398,4,4980,4940,OC7514,OC751,Fruit, vegetable and related preservers
1636399,4,4990,4940,OC7515,OC751,Food and beverage tasters and graders
1636400,4,5000,4940,OC7516,OC751,Tobacco preparers and tobacco products makers
1636401,3,5010,4930,OC752,OC75,Wood treaters, cabinet-makers and related trades workers
1636402,4,5020,5010,OC7521,OC752,Wood treaters
1636403,4,5030,5010,OC7522,OC752,Cabinet-makers and related workers
1636404,4,5040,5010,OC7523,OC752,Woodworking-machine tool setters and operators
1636405,3,5050,4930,OC753,OC75,Garment and related trades workers
1636406,4,5060,5050,OC7531,OC753,Tailors, dressmakers, furriers and hatters
1636407,4,5070,5050,OC7532,OC753,Garment and related pattern-makers and cutters
1636408,4,5080,5050,OC7533,OC753,Sewing, embroidery and related workers
1636409,4,5090,5050,OC7534,OC753,Upholsterers and related workers
1636410,4,5100,5050,OC7535,OC753,Pelt dressers, tanners and fellmongers
1636411,4,5110,5050,OC7536,OC753,Shoemakers and related workers
1636412,3,5120,4930,OC754,OC75,Other craft and related workers
1636413,4,5130,5120,OC7541,OC754,Underwater divers
1636414,4,5140,5120,OC7542,OC754,Shotfirers and blasters
1636415,4,5150,5120,OC7543,OC754,Product graders and testers (excluding foods and beverages)
1636416,4,5160,5120,OC7544,OC754,Fumigators and other pest and weed controllers
1636417,4,5170,5120,OC7549,OC754,Craft and related workers not elsewhere classified
1636418,1,5180,,OC8-9,,Plant and machine operators and assemblers, elementary occupations
1636419,1,5190,,OC8,,Plant and machine operators, and assemblers
1636420,2,5200,5190,OC81,OC8,Stationary plant and machine operators
1636421,3,5210,5200,OC811,OC81,Mining and mineral processing plant operators
1636422,4,5220,5210,OC8111,OC811,Miners and quarriers
1636423,4,5230,5210,OC8112,OC811,Mineral and stone processing plant operators
1636424,4,5240,5210,OC8113,OC811,Well drillers and borers and related workers
1636425,4,5250,5210,OC8114,OC811,Cement, stone and other mineral products machine operators
1636426,3,5260,5200,OC812,OC81,Metal processing and finishing plant operators
1636427,4,5270,5260,OC8121,OC812,Metal processing plant operators
1636428,4,5280,5260,OC8122,OC812,Metal finishing, plating and coating machine operators
1636429,3,5290,5200,OC813,OC81,Chemical and photographic products plant and machine operators
1636430,4,5300,5290,OC8131,OC813,Chemical products plant and machine operators
1636431,4,5310,5290,OC8132,OC813,Photographic products machine operators
1636432,3,5320,5200,OC814,OC81,Rubber, plastic and paper products machine operators
1636433,4,5330,5320,OC8141,OC814,Rubber products machine operators
1636434,4,5340,5320,OC8142,OC814,Plastic products machine operators
1636435,4,5350,5320,OC8143,OC814,Paper products machine operators
1636436,3,5360,5200,OC815,OC81,Textile, fur and leather products machine operators
1636437,4,5370,5360,OC8151,OC815,Fibre preparing, spinning and winding machine operators
1636438,4,5380,5360,OC8152,OC815,Weaving and knitting machine operators
1636439,4,5390,5360,OC8153,OC815,Sewing machine operators
1636440,4,5400,5360,OC8154,OC815,Bleaching, dyeing and fabric cleaning machine operators
1636441,4,5410,5360,OC8155,OC815,Fur and leather preparing machine operators
1636442,4,5420,5360,OC8156,OC815,Shoemaking and related machine operators
1636443,4,5430,5360,OC8157,OC815,Laundry machine operators
1636444,4,5440,5360,OC8159,OC815,Textile, fur and leather products machine operators not elsewhere classified
1636445,3,5450,5200,OC816,OC81,Food and related products machine operators
1636446,4,5460,5450,OC8160,OC816,Food and related products machine operators
1636447,3,5470,5200,OC817,OC81,Wood processing and papermaking plant operators
1636448,4,5480,5470,OC8171,OC817,Pulp and papermaking plant operators
1636449,4,5490,5470,OC8172,OC817,Wood processing plant operators
1636450,3,5500,5200,OC818,OC81,Other stationary plant and machine operators
1636451,4,5510,5500,OC8181,OC818,Glass and ceramics plant operators
1636452,4,5520,5500,OC8182,OC818,Steam engine and boiler operators
1636453,4,5530,5500,OC8183,OC818,Packing, bottling and labelling machine operators
1636454,4,5540,5500,OC8189,OC818,Stationary plant and machine operators not elsewhere classified
1636455,2,5550,5190,OC82,OC8,Assemblers
1636456,3,5560,5550,OC821,OC82,Assemblers
1636457,4,5570,5560,OC8211,OC821,Mechanical machinery assemblers
1636458,4,5580,5560,OC8212,OC821,Electrical and electronic equipment assemblers
1636459,4,5590,5560,OC8219,OC821,Assemblers not elsewhere classified
1636460,2,5600,5190,OC83,OC8,Drivers and mobile plant operators
1636461,3,5610,5600,OC831,OC83,Locomotive engine drivers and related workers
1636462,4,5620,5610,OC8311,OC831,Locomotive engine drivers
1636463,4,5630,5610,OC8312,OC831,Railway brake, signal and switch operators
1636464,3,5640,5600,OC832,OC83,Car, van and motorcycle drivers
1636465,4,5650,5640,OC8321,OC832,Motorcycle drivers
1636466,4,5660,5640,OC8322,OC832,Car, taxi and van drivers
1636467,3,5670,5600,OC833,OC83,Heavy truck and bus drivers
1636468,4,5680,5670,OC8331,OC833,Bus and tram drivers
1636469,4,5690,5670,OC8332,OC833,Heavy truck and lorry drivers
1636470,3,5700,5600,OC834,OC83,Mobile plant operators
1636471,4,5710,5700,OC8341,OC834,Mobile farm and forestry plant operators
1636472,4,5720,5700,OC8342,OC834,Earthmoving and related plant operators
1636473,4,5730,5700,OC8343,OC834,Crane, hoist and related plant operators
1636474,4,5740,5700,OC8344,OC834,Lifting truck operators
1636475,3,5750,5600,OC835,OC83,Ships' deck crews and related workers
1636476,4,5760,5750,OC8350,OC835,Ships' deck crews and related workers
1636477,1,5770,,OC9,,Elementary occupations
1636478,2,5780,5770,OC91,OC9,Cleaners and helpers
1636479,3,5790,5780,OC911,OC91,Domestic, hotel and office cleaners and helpers
1636480,4,5800,5790,OC9111,OC911,Domestic cleaners and helpers
1636481,4,5810,5790,OC9112,OC911,Cleaners and helpers in offices, hotels and other establishments
1636482,3,5820,5780,OC912,OC91,Vehicle, window, laundry and other hand cleaning workers
1636483,4,5830,5820,OC9121,OC912,Hand launderers and pressers
1636484,4,5840,5820,OC9122,OC912,Vehicle cleaners
1636485,4,5850,5820,OC9123,OC912,Window cleaners
1636486,4,5860,5820,OC9129,OC912,Other cleaning workers
1636487,2,5870,5770,OC92,OC9,Agricultural, forestry and fishery labourers
1636488,3,5880,5870,OC921,OC92,Agricultural, forestry and fishery labourers
1636489,4,5890,5880,OC9211,OC921,Crop farm labourers
1636490,4,5900,5880,OC9212,OC921,Livestock farm labourers
1636491,4,5910,5880,OC9213,OC921,Mixed crop and livestock farm labourers
1636492,4,5920,5880,OC9214,OC921,Garden and horticultural labourers
1636493,4,5930,5880,OC9215,OC921,Forestry labourers
1636494,4,5940,5880,OC9216,OC921,Fishery and aquaculture labourers
1636495,2,5950,5770,OC93,OC9,Labourers in mining, construction, manufacturing and transport
1636496,3,5960,5950,OC931,OC93,Mining and construction labourers
1636497,4,5970,5960,OC9311,OC931,Mining and quarrying labourers
1636498,4,5980,5960,OC9312,OC931,Civil engineering labourers
1636499,4,5990,5960,OC9313,OC931,Building construction labourers
1636500,3,6000,5950,OC932,OC93,Manufacturing labourers
1636501,4,6010,6000,OC9321,OC932,Hand packers
1636502,4,6020,6000,OC9329,OC932,Manufacturing labourers not elsewhere classified
1636503,3,6030,5950,OC933,OC93,Transport and storage labourers
1636504,4,6040,6030,OC9331,OC933,Hand and pedal vehicle drivers
1636505,4,6050,6030,OC9332,OC933,Drivers of animal-drawn vehicles and machinery
1636506,4,6060,6030,OC9333,OC933,Freight handlers
1636507,4,6070,6030,OC9334,OC933,Shelf fillers
1636508,2,6080,5770,OC94,OC9,Food preparation assistants
1636509,3,6090,6080,OC941,OC94,Food preparation assistants
1636510,4,6100,6090,OC9411,OC941,Fast food preparers
1636511,4,6110,6090,OC9412,OC941,Kitchen helpers
1636512,2,6120,5770,OC95,OC9,Street and related sales and service workers
1636513,3,6130,6120,OC951,OC95,Street and related service workers
1636514,4,6140,6130,OC9510,OC951,Street and related service workers
1636515,3,6150,6120,OC952,OC95,Street vendors (excluding food)
1636516,4,6160,6150,OC9520,OC952,Street vendors (excluding food)
1636517,2,6170,5770,OC96,OC9,Refuse workers and other elementary workers
1636518,3,6180,6170,OC961,OC96,Refuse workers
1636519,4,6190,6180,OC9611,OC961,Garbage and recycling collectors
1636520,4,6200,6180,OC9612,OC961,Refuse sorters
1636521,4,6210,6180,OC9613,OC961,Sweepers and related labourers
1636522,3,6220,6170,OC962,OC96,Other elementary workers
1636523,4,6230,6220,OC9621,OC962,Messengers, package deliverers and luggage porters
1636524,4,6240,6220,OC9622,OC962,Odd job persons
1636525,4,6250,6220,OC9623,OC962,Meter readers and vending-machine collectors
1636526,4,6260,6220,OC9624,OC962,Water and firewood collectors
1636527,4,6270,6220,OC9629,OC962,Elementary workers not elsewhere classified
1636528,1,6280,,OC0,,Armed forces occupations
1636529,2,6290,6280,OC01,OC0,Commissioned armed forces officers
1636530,3,6300,6290,OC011,OC01,Commissioned armed forces officers
1636531,4,6310,6300,OC0110,OC011,Commissioned armed forces officers
1636532,2,6320,6280,OC02,OC0,Non-commissioned armed forces officers
1636533,3,6330,6320,OC021,OC02,Non-commissioned armed forces officers
1636534,4,6340,6330,OC0210,OC021,Non-commissioned armed forces officers
1636535,2,6350,6280,OC03,OC0,Armed forces occupations, other ranks
1636536,3,6360,6350,OC031,OC03,Armed forces occupations, other ranks
1636537,4,6370,6360,OC0310,OC031,Armed forces occupations, other ranks
1636538,1,6380,,OTH,,Other occupations
1636539,1,6390,,NAP,,Not applicable
1636540,1,6400,,NRP,,No response
1636541,1,6410,,UNK,,Unknown
